INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CITY,STATE,POSTAL_CODE,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID,AGENT_NAME,DATE_OF_JOINING,AGENT_CITY,AGENT_STATE,AGENT_POSTAL_CODE,EMP_ROUTING_NUMBER,EMP_ACCT_NUMBER,VENDOR_NAME,VENDOR_CITY,VENDOR_STATE,VENDOR_POSTAL_CODE,TRANSACTION_DAY,TRANSACTION_MONTH,TRANSACTION_YEAR,POLICY_EFF_DAY,POLICY_EFF_MONTH,POLICY_EFF_YEAR,LOSS_DAY,LOSS_MONTH,LOSS_YEAR,REPORT_DAY,REPORT_MONTH,REPORT_YEAR
Motor,138.98,4000,Anchorage,AK,99577,Y,49,58,Y,3,L,Rent,MI,Masters,A,Major Loss,Police,0,0,GA,Savannah,21,AGENT00346,VNDR00028,Ruby Candelaria,2002-08-17,Vershire,VT,5079,121582656,TMQF02822563758157,"Hawkins, Hernandez and Carter",Fremont,CA,94536,10,6,2021,13,12,2017,8,6,2021,8,6,2021
Health,156.45,16000,Somerville,MA,2143,N,31,9,Y,5,M,Own,MI,Bachelor,A,Major Loss,Other,0,1,CA,Oakland,13,AGENT00950,VNDR00255,Leigh Stogsdill,1992-06-21,Berkeley,CA,94704,109895815,PZWL02024439546066,"Meadows, Wiggins and Lewis",Lawrence,MA,1843,10,6,2021,27,6,2011,21,5,2021,26,5,2021
Motor,103.18,9000,Dennis,MA,2638,Y,27,34,Y,3,M,Mortgage,MI,PhD,A,Total Loss,Police,0,1,AL,Montgomery,20,AGENT00611,VNDR00034,Michael Olson,2008-03-13,Arvada,CO,80003,59920995,YGRA01648028734366,Davis and Sons,Louisville,KY,40204,10,6,2021,20,2,2014,1,6,2021,4,6,2021
Life,71.43,100000,Medway,VT,5468,N,58,70,Y,5,M,Mortgage,MI,Bachelor,A,Minor Loss,Other,1,0,MA,Medway,9,AGENT00086,VNDR00556,Shelia Morales,2002-04-22,Nashville,TN,37207,36743849,UPBY22009074123142,Ramsey Inc,Panama City,FL,32405,10,6,2021,5,2,2011,23,5,2021,28,5,2021
Mobile,6.96,100,Pasadena,MD,21122,N,31,20,Y,3,L,Mortgage,HI,College,A,Total Loss,Other,1,0,AK,Homer,5,AGENT00290,VNDR00177,Marjorie Roberts,1990-06-25,Oklahoma City,OK,73142,115095544,DWIE17910023519002,Castillo-Gates,Annapolis,MD,21401,10,6,2021,9,9,2012,24,5,2021,29,5,2021
Property,129.68,28000,Montgomery,AL,36109,Y,48,100,Y,7,L,Rent,LI,Masters,A,Total Loss,Ambulance,1,0,CA,Berkeley,21,AGENT00433,VNDR00189,Shawna Bailey,1990-07-16,Glendale,AZ,85301,93591487,EXXY46092142611244,Hill LLC,Manchester,CT,6040,10,6,2021,8,3,2015,24,5,2021,29,5,2021
Property,93.36,38000,Savannah,GA,31405,N,55,89,Y,4,L,Rent,LI,Bachelor,A,Minor Loss,Police,0,1,AL,Montgomery,5,AGENT01170,VNDR00255,Lonnie Mcgill,2016-11-14,Nashville,TN,37013,105199777,AFLL24788515530496,"Meadows, Wiggins and Lewis",Lawrence,MA,1843,10,6,2021,20,8,2010,5,6,2021,6,6,2021
Health,180.63,16000,Fayetteville,AR,72701,Y,43,65,Y,3,M,Own,LI,High School,A,Major Loss,Police,1,0,OK,Edmond,1,AGENT00723,VNDR00585,Thomas Phariss,1992-10-25,Montgomery,AL,36109,33039653,EBOR81785887630878,Solomon Ltd,Fayetteville,AR,72701,10,6,2021,8,1,2015,7,6,2021,7,6,2021
Health,166.0,13000,Baltimore,MD,21225,Y,30,100,Y,5,M,Own,LI,Bachelor,A,Minor Loss,Other,1,1,TN,Nashville,0,AGENT00105,VNDR00353,Jonathan Labonte,1992-01-07,Arvada,CO,80007,34673762,DFEM16996667441685,"Compton, Khan and Cabrera",Worcester,MA,1604,10,6,2021,8,7,2014,4,6,2021,6,6,2021
Life,99.51,91000,Louisville,KY,40223,Y,64,75,Y,3,L,Mortgage,MI,High School,D,Minor Loss,Ambulance,1,1,CT,Manchester,7,AGENT00986,VNDR00009,Christopher Lazor,1991-11-23,Lowell,MA,1850,51155467,WKSS33168603128803,"Flores, Haas and Fox",Arvada,CO,80003,10,6,2021,7,10,2013,22,5,2021,27,5,2021
Health,100.44,9000,Louisville,KY,40245,N,42,14,Y,4,M,Mortgage,LI,High School,A,Major Loss,Ambulance,1,1,TN,Nashville,6,AGENT00091,VNDR00594,Marie Driver,1998-04-27,Hayward,CA,94541,21835607,GPYT43428078920971,Stewart-Bennett,Savannah,GA,31419,10,6,2021,26,12,2010,7,6,2021,7,6,2021
Motor,118.79,8000,Bakersfield,CA,93311,Y,49,116,N,3,M,Own,LI,High School,A,Minor Loss,Police,1,1,FL,Panama City,20,AGENT00216,VNDR00256,Claudia Layden,2008-04-13,Annapolis,MD,21409,63981917,IUWS06450684521589,Barrett and Sons,Fremont,CA,94538,10,6,2021,17,10,2011,1,6,2021,4,6,2021
Travel,79.62,2000,Roseville,CA,95747,Y,27,42,Y,7,L,Own,LI,High School,A,Minor Loss,Ambulance,1,1,VT,Roseville,5,AGENT00589,VNDR00325,Jeffrey Jackson,2003-11-10,Dracut,MA,1826,20068129,OUNC56060127138531,Sanders-Stark,Louisville,KY,40202,10,6,2021,30,10,2017,1,6,2021,4,6,2021
Mobile,7.69,700,Carson,CA,90746,Y,34,118,Y,6,L,Mortgage,MI,Bachelor,A,Total Loss,Ambulance,0,1,GA,Savannah,7,AGENT00245,VNDR00005,Angelica Rayburn,2005-09-12,Fayetteville,AR,72701,118145682,IVIO15904971117334,Wilson PLC,Nashville,TN,37210,10,6,2021,28,8,2017,21,5,2021,26,5,2021
Travel,50.8,4000,Manchester,CT,6042,Y,40,28,Y,7,L,Rent,MI,PhD,A,Minor Loss,Police,1,0,CT,Manchester,13,AGENT00112,VNDR00187,Trina Chaney,2009-01-07,Manchester,CT,6042,13073943,UAWD51398466677419,"Mendoza, Moran and Parker",Arvada,CO,80003,10,6,2021,13,8,2018,28,5,2021,2,6,2021
Health,105.03,10000,San Jose,CA,95132,Y,32,40,Y,6,L,Rent,MI,High School,D,Minor Loss,Ambulance,1,1,AL,Montgomery,14,AGENT00243,VNDR00137,Lindsay Bolin,2014-01-25,Manchester,CT,6040,116019008,KUQG53559621086903,"Johnson, Cook and Harrington",Pooler,GA,31322,10,6,2021,10,1,2014,8,6,2021,8,6,2021
Health,160.29,19000,Montgomery,AL,36106,Y,35,118,Y,6,M,Rent,MI,High School,A,Minor Loss,Police,0,1,AR,Fayetteville,11,AGENT00913,VNDR00425,Rhonda Wright,2010-04-07,Manchester,CT,6042,26263821,QDEW34764638651019,Nguyen-Hess,Nashville,TN,37221,10,6,2021,25,1,2017,7,6,2021,7,6,2021
Life,83.18,23000,Anchorage,AK,99501,Y,46,82,Y,3,M,Rent,LI,High School,A,Total Loss,Ambulance,1,1,AK,Anchorage,12,AGENT00990,VNDR00505,Louise Sarkin,2018-02-25,Montgomery,AL,36116,107725657,VROH76718289076846,Shaw-Guzman,Salisbury,MA,1952,11,6,2021,23,5,2018,23,5,2021,28,5,2021
Motor,122.43,2000,Nashville,TN,37076,Y,44,105,N,4,L,Rent,MI,PhD,A,Minor Loss,Ambulance,1,1,OK,Oklahoma City,8,AGENT00662,VNDR00566,Ernestine Dedrick,2009-07-10,Louisville,KY,40203,87724639,WBBE30048438051090,Benson-Hayes,Union City,CA,94587,11,6,2021,22,2,2011,30,5,2021,4,6,2021
Mobile,8.79,100,Washington,DC,20002,Y,33,21,Y,3,L,Rent,HI,Masters,A,Major Loss,Police,1,1,AR,Fayetteville,15,AGENT00044,VNDR00159,Earnest White,2013-08-21,Arvada,CO,80005,16618305,EHGZ29425971599083,Warren-Brandt,Cambridge,MA,2138,11,6,2021,26,3,2013,25,5,2021,30,5,2021
Property,124.67,13000,Arvada,CO,80003,Y,60,105,Y,3,M,Own,MI,MD,A,Total Loss,Ambulance,1,1,MA,Waltham,2,AGENT01153,VNDR00166,John Lewis,2006-08-14,Linthicum Heights,MD,21090,90926013,BXXW01185535158669,Nelson-Russell,Montgomery,AL,36105,11,6,2021,12,4,2016,31,5,2021,5,6,2021
Motor,71.96,4000,Manchester,CT,6042,N,38,101,Y,2,L,Own,LI,Bachelor,A,Major Loss,Ambulance,0,0,AZ,Glendale,17,AGENT00374,VNDR00509,Robert Walker,2017-11-05,Oklahoma City,OK,73103,81670844,WADW71343427132407,Barnes-Fox,Manchester,CT,6040,11,6,2021,30,7,2017,9,6,2021,9,6,2021
Mobile,10.61,100,Oakland,CA,94605,Y,44,8,Y,4,H,Rent,MI,High School,A,Minor Loss,Ambulance,1,0,AL,Montgomery,20,AGENT00281,VNDR00571,Ann Campos,2009-06-05,Nashville,TN,37209,46268178,MTKF19981306616069,James PLC,Louisville,KY,40299,11,6,2021,10,11,2018,22,5,2021,27,5,2021
Motor,82.1,8000,Louisville,KY,40213,Y,59,72,Y,6,M,Rent,LI,PhD,A,Total Loss,Police,1,0,AK,Anchorage,10,AGENT00643,VNDR00330,Alicia Richards,2017-07-02,Arvada,CO,80005,42696760,WHUW52431575594960,"Baker, Tucker and Anderson",Savannah,GA,31401,11,6,2021,23,7,2014,8,6,2021,8,6,2021
Motor,84.23,10000,Montgomery,AL,36116,Y,34,101,Y,5,L,Rent,HI,Bachelor,A,Total Loss,Ambulance,0,0,AK,Anchorage,0,AGENT00732,VNDR00028,Sylvia Tran,1998-02-14,Litchfield Park,AZ,85340,11778619,BUEF26778074641089,"Hawkins, Hernandez and Carter",Fremont,CA,94536,11,6,2021,17,3,2015,9,6,2021,9,6,2021
Mobile,8.96,500,Louisville,KY,40208,Y,33,34,Y,6,M,Rent,LI,PhD,A,Minor Loss,Police,1,1,MA,Agawam,17,AGENT00187,VNDR00522,Marilyn Ledford,1997-03-03,Glendale,AZ,85303,31572536,RLTH58433333832039,Moore-Elliott,Glendale,AZ,85301,11,6,2021,17,10,2013,22,5,2021,27,5,2021
Property,151.84,25000,Woodbury,VT,5650,Y,35,33,Y,6,L,Mortgage,MI,High School,A,Major Loss,Police,1,1,KY,Louisville,1,AGENT00909,VNDR00571,Jasmin Bryant,2001-07-02,Manchester,CT,6040,80330732,ACSU88684527226850,James PLC,Louisville,KY,40299,11,6,2021,20,7,2013,2,6,2021,5,6,2021
Motor,76.94,1000,Louisville,KY,40216,Y,59,74,Y,7,M,Rent,MI,High School,A,Major Loss,Other,0,1,AR,Fayetteville,23,AGENT00543,VNDR00545,Lucia Holt,1991-08-13,New Bedford,MA,2745,76028993,JWGH51436192201226,Myers-Brown,Hanover,MD,21076,11,6,2021,21,5,2014,23,5,2021,28,5,2021
Life,73.46,68000,Glendale,AZ,85308,Y,58,97,Y,6,L,Rent,HI,Bachelor,A,Total Loss,Police,1,1,MD,Crofton,2,AGENT01117,VNDR00392,Karen Rawling,1995-08-17,Hurstbourne Acres,KY,40220,88795230,WUQR55295375300441,Rodriguez-Carpenter,Manchester,CT,6042,11,6,2021,13,8,2019,30,5,2021,4,6,2021
Health,162.83,19000,Groton,VT,5046,N,35,106,Y,3,M,Own,LI,Bachelor,A,Minor Loss,Ambulance,1,0,AR,Farmington,3,AGENT01080,VNDR00414,Kay Gallo,1999-06-07,Panama City,FL,32404,111378401,FRXZ26362755674674,Nelson and Sons,Edmond,OK,73012,11,6,2021,1,7,2010,4,6,2021,6,6,2021
Travel,89.89,3000,Washington,DC,20032,Y,49,80,Y,7,L,Mortgage,HI,Bachelor,A,Major Loss,Ambulance,1,1,OK,Norman,11,AGENT00417,VNDR00183,Thomas Hull,1999-02-20,Hayward,CA,94544,47627006,XRJO86134323079339,"Johnson, Espinoza and Kelley",Louisville,KY,40291,11,6,2021,15,6,2015,23,5,2021,28,5,2021
Life,89.59,64000,Mansfield,MA,2048,Y,43,103,Y,5,L,Mortgage,LI,College,A,Total Loss,Police,0,1,AR,Fayetteville,22,AGENT00509,VNDR00254,Ryan Otoole,2006-05-18,Bethany,OK,73008,56023015,TQIY84450202267835,Wilson-Kelly,Panama City,FL,32404,11,6,2021,3,9,2013,23,5,2021,28,5,2021
Life,97.23,27000,Montgomery,AL,36117,Y,37,16,Y,6,L,Mortgage,LI,Bachelor,A,Total Loss,Police,1,0,AL,Montgomery,15,AGENT00900,VNDR00398,Shelley Rollins,2006-01-07,Anchorage,AK,99502,16001394,NMYI61215186659511,Proctor-Schaefer,Montgomery,AL,36107,11,6,2021,28,4,2012,10,6,2021,10,6,2021
Property,156.8,11000,Hardwick,MA,1031,Y,56,20,Y,2,L,Mortgage,MI,Masters,A,Minor Loss,Police,1,0,FL,Panama City Beach,17,AGENT01018,VNDR00430,Theresa Aliaga,2002-08-28,Manchester,CT,6040,30161168,GJVA44842820142878,Salazar and Sons,West Sacramento,CA,95605,11,6,2021,13,9,2017,31,5,2021,5,6,2021
Health,193.39,19000,Oklahoma City,OK,73112,Y,31,113,Y,7,L,Rent,LI,PhD,A,Major Loss,Ambulance,1,1,OK,Oklahoma City,2,AGENT00030,VNDR00054,Georgia Kenny,1996-02-21,Union City,CA,94587,82810894,NKHZ89593337512392,"Brown, Johnston and Anderson",Piedmont,CA,94610,11,6,2021,23,4,2012,3,6,2021,6,6,2021
Life,65.24,29000,Glen Burnie,MD,21061,Y,45,27,Y,3,M,Mortgage,MI,Masters,A,Major Loss,Police,0,0,DC,Washington,22,AGENT00629,VNDR00382,Brandy Fuentez,2004-11-27,North Reading,MA,1864,118235398,AZZU89621541741541,Smith Group,Washington,DC,20019,11,6,2021,17,10,2017,3,6,2021,6,6,2021
Travel,80.48,3000,Fayetteville,AR,72701,N,32,101,Y,2,L,Rent,LI,Masters,A,Minor Loss,Police,0,1,MD,Edgewater,3,AGENT00490,VNDR00169,Kenneth Elmer,2015-06-12,Glendale,AZ,85302,73241650,MKKM02244049362842,Hicks Group,Fayetteville,AR,72703,11,6,2021,2,1,2016,24,5,2021,29,5,2021
Travel,75.71,2000,Arvada,CO,80003,Y,43,112,Y,3,M,Mortgage,MI,PhD,A,Major Loss,Ambulance,0,1,MD,Crofton,12,AGENT01166,VNDR00486,Lynn Bailey,1990-12-04,Peoria,AZ,85382,38988505,NIMJ52479035223537,Taylor-Price,San Leandro,CA,94578,12,6,2021,28,8,2017,5,6,2021,7,6,2021
Mobile,10.53,200,Anchorage,AK,99507,Y,40,8,N,6,M,Own,MI,College,A,Total Loss,Ambulance,1,1,FL,Panama City Beach,16,AGENT00873,VNDR00262,Kathryn Lloyd,1997-03-28,Conway,AR,72034,120275582,RLOF07467346476701,Lee PLC,Fayetteville,AR,72703,12,6,2021,21,12,2019,29,5,2021,3,6,2021
Life,87.33,83000,Panama City,FL,32401,Y,33,85,Y,5,M,Rent,MI,MD,A,Major Loss,Ambulance,0,1,VT,Essex,17,AGENT00650,VNDR00255,Marvin Robinson,2010-01-04,Oakland,CA,94602,97496478,HDUS87165704171779,"Meadows, Wiggins and Lewis",Lawrence,MA,1843,12,6,2021,18,2,2019,10,6,2021,10,6,2021
Travel,84.85,1000,Montgomery,AL,36117,Y,51,62,N,4,L,Mortgage,MI,High School,A,Total Loss,Police,1,1,FL,Beverly Hills,13,AGENT00787,VNDR00266,Etta Brooks,1992-06-11,Nashville,TN,37221,69059063,HHFP43163557471552,Avila-Baker,Manchester,CT,6040,12,6,2021,26,1,2019,26,5,2021,31,5,2021
Motor,136.92,8000,Oklahoma City,OK,73112,N,44,101,Y,6,L,Rent,HI,Bachelor,A,Total Loss,Ambulance,0,1,AR,Fayetteville,17,AGENT00141,VNDR00167,Mike Cress,2003-04-18,Anchorage,VT,5468,112803894,YAMO72600055800315,Diaz Group,Arvada,CO,80002,12,6,2021,4,11,2016,5,6,2021,7,6,2021
Life,87.6,87000,Savannah,GA,31411,Y,29,24,Y,7,L,Rent,HI,High School,A,Major Loss,Ambulance,0,1,VT,Saint Albans City,10,AGENT00637,VNDR00445,Martha Dunne,2005-08-21,Montgomery,AL,36117,60541033,AUVY95899589989315,"Bass, Garcia and Garcia",Arvada,CO,80004,12,6,2021,10,7,2012,25,5,2021,30,5,2021
Life,77.14,36000,Fayetteville,AR,72703,N,28,76,Y,3,M,Rent,LI,High School,A,Major Loss,Other,1,1,CA,Hayward,10,AGENT00703,VNDR00316,Sherri Bowser,2010-05-20,Fayetteville,AR,72701,112002103,MPPD30974505387293,Harris-Griffin,Pleasanton,CA,94588,12,6,2021,1,6,2010,9,6,2021,9,6,2021
Life,75.18,82000,Montgomery,AL,36117,N,41,37,Y,7,H,Own,HI,Bachelor,A,Minor Loss,Police,1,1,DC,Washington,1,AGENT00184,VNDR00453,Christopher Moore,2008-05-24,Oakhurst,CA,93644,73146250,NWDU13653050056755,Burton PLC,Boulder,CO,80302,12,6,2021,29,9,2018,3,6,2021,6,6,2021
Property,120.88,10000,Pooler,GA,31322,N,26,11,Y,2,L,Own,LI,College,A,Major Loss,Ambulance,1,1,CO,Arvada,17,AGENT00541,VNDR00552,Travis Velasco,2000-07-08,Anchorage,AK,99508,111793510,YPHP86695790141268,Young-Marshall,Union City,CA,94587,12,6,2021,12,4,2012,11,6,2021,11,6,2021
Motor,111.7,3000,Anchorage,AK,99577,N,30,74,Y,4,L,Mortgage,LI,High School,A,Total Loss,Ambulance,0,0,CO,Arvada,2,AGENT01186,VNDR00107,Peggie Green,2006-04-02,Nashville,TN,37210,57617352,DDKE49056288813901,"Kaiser, Sanford and Lopez",Arvada,CO,80003,12,6,2021,3,2,2015,11,6,2021,11,6,2021
Health,168.55,17000,Savannah,GA,31404,Y,51,46,Y,7,M,Mortgage,HI,College,A,Minor Loss,Police,1,1,CA,Union City,13,AGENT00151,VNDR00493,Lois House,2008-02-11,Pooler,GA,31322,99200918,TVXH79568379625411,"Rojas, Brown and Floyd",Arvada,CO,80004,12,6,2021,17,2,2016,25,5,2021,30,5,2021
Health,129.87,20000,Louisville,KY,40210,Y,54,36,Y,2,H,Rent,MI,Bachelor,A,Minor Loss,Police,1,1,FL,Panama City,11,AGENT00733,VNDR00193,Karla Cota,2004-11-04,Norman,OK,73072,74968291,WZUZ47286017585544,Hensley-Day,Fayetteville,AR,72703,12,6,2021,14,2,2018,4,6,2021,7,6,2021
Life,78.06,52000,Hesperia,CA,92344,Y,54,15,Y,3,L,Rent,MI,Bachelor,A,Total Loss,Police,0,1,AR,Fayetteville,4,AGENT00934,VNDR00496,Roy Baldwin,2006-12-18,Manchester,CT,6040,43741041,GDVA32269160355556,Hunter-Estrada,Washington,DC,20019,12,6,2021,7,6,2011,25,5,2021,30,5,2021
Travel,82.01,1000,Fayetteville,AR,72704,Y,51,9,Y,7,M,Mortgage,MI,Masters,A,Total Loss,Ambulance,1,0,AL,Montgomery,18,AGENT00952,VNDR00381,James Volk,1996-08-30,Castro Valley,CA,94546,39717652,JSZJ26000202617327,Massey Ltd,Fayetteville,AR,72704,12,6,2021,11,11,2015,4,6,2021,7,6,2021
Health,148.21,4000,Montgomery,AL,36116,Y,28,96,N,4,L,Rent,MI,Bachelor,A,Total Loss,Other,0,1,FL,Panama City Beach,13,AGENT00619,VNDR00454,Billie Barefield,2011-06-24,Washington,DC,20037,80830478,SWPK82286039441636,"Irwin, Perez and Young",Arvada,CO,80002,12,6,2021,25,5,2013,23,5,2021,28,5,2021
Property,82.81,34000,Panama City,FL,32408,Y,51,19,Y,6,L,Mortgage,HI,Bachelor,A,Minor Loss,Ambulance,0,1,CA,Oakland,1,AGENT00487,VNDR00544,Deborah Bolyard,2004-01-16,Revere,MA,2151,119778485,ZKSN56421576154802,"Miller, Jensen and Bridges",Crofton,MD,21114,12,6,2021,9,9,2019,4,6,2021,7,6,2021
Property,99.32,20000,Oklahoma City,OK,73111,Y,46,63,Y,3,H,Own,HI,MD,A,Minor Loss,Police,1,1,TN,Nashville,11,AGENT00406,VNDR00428,John Hill,1999-06-18,Arvada,CO,80003,17576899,EAXZ53556452280292,"Carroll, Wheeler and Martinez",Groton,CT,6340,12,6,2021,2,8,2019,7,6,2021,8,6,2021
Travel,78.43,5000,Nashville,TN,37211,Y,58,75,Y,6,H,Own,LI,High School,A,Minor Loss,Ambulance,1,0,MD,Odenton,21,AGENT00374,VNDR00057,Robert Walker,2017-11-05,Oklahoma City,OK,73103,81670844,WADW71343427132407,Mckinney-Riley,Washington,DC,20002,12,6,2021,20,11,2016,28,5,2021,2,6,2021
Life,57.38,57000,Fayetteville,AR,72704,N,52,44,N,5,L,Rent,MI,Bachelor,A,Major Loss,Ambulance,0,1,CO,Arvada,23,AGENT00407,VNDR00176,Tanner Payne,1990-11-18,Nashville,TN,37013,40339414,DLXY13136537397170,Mason-Collins,Glendale,AZ,85302,12,6,2021,1,10,2016,9,6,2021,9,6,2021
Life,52.62,80000,Freetown,MA,2717,Y,60,40,Y,7,M,Own,MI,Bachelor,A,Minor Loss,Police,0,0,GA,Savannah,19,AGENT00671,VNDR00307,Stacy Bird,2010-07-28,Savannah,GA,31401,34897386,HSPW43317740884549,"Reeves, Brown and Burch",Fayetteville,AR,72704,12,6,2021,15,2,2012,24,5,2021,29,5,2021
Life,88.84,53000,Woodbury,VT,5650,Y,27,6,Y,2,M,Rent,MI,High School,D,Total Loss,Ambulance,1,0,AL,Montgomery,11,AGENT00742,VNDR00546,Robert Densmore,2004-06-04,Savannah,GA,31401,114782735,NGIT17934239569724,Peterson-Mayo,Midwest City,OK,73110,12,6,2021,5,3,2011,29,5,2021,3,6,2021
Health,122.17,2000,South Hadley,MA,1075,Y,27,114,Y,4,L,Rent,LI,High School,A,Minor Loss,Other,1,1,MA,Cambridge,5,AGENT01085,VNDR00142,Leo Gaydos,2015-08-09,Washington,DC,20001,72577192,ZCYG93471807643444,Rice-Perry,Santa Rosa,VT,5647,12,6,2021,24,2,2016,10,6,2021,10,6,2021
Health,120.34,14000,Moore,OK,73160,Y,57,90,Y,5,M,Mortgage,HI,High School,A,Major Loss,Ambulance,1,0,OK,Edmond,13,AGENT00444,VNDR00598,Cinthia Carpenter,2010-05-11,Livermore,CA,94550,68418430,BHCI57845702102300,"Newton, Hodges and Henry",Union City,CA,94587,12,6,2021,17,10,2019,8,6,2021,9,6,2021
Travel,72.78,5000,Panama City,FL,32405,N,56,32,Y,3,H,Own,MI,Masters,A,Total Loss,Ambulance,0,1,CT,Manchester,4,AGENT00194,VNDR00125,Denita Hall,2008-07-28,Millersville,MD,21108,73410889,DJWY72063543186227,Thompson Inc,Louisville,KY,40204,12,6,2021,6,12,2016,29,5,2021,3,6,2021
Health,110.65,19000,Oklahoma City,OK,73159,Y,39,13,Y,3,M,Mortgage,LI,Bachelor,A,Minor Loss,Ambulance,0,1,TN,Nashville,2,AGENT00584,VNDR00592,William Bassett,2000-12-17,Roseville,CA,95678,126256165,TRJZ32128486968463,"Morales, Campbell and Washington",Fayetteville,AR,72701,13,6,2021,28,6,2018,1,6,2021,6,6,2021
Property,141.74,27000,Brookline,MA,2445,Y,61,76,N,2,H,Rent,MI,College,A,Major Loss,Other,1,1,CA,Madera,15,AGENT00943,VNDR00366,Jessica Perkins,2010-04-20,Panama City Beach,FL,32413,73435961,DMEO67186631936426,"Barnes, Mills and Hill",Wilmington,VT,5363,13,6,2021,11,1,2012,25,5,2021,30,5,2021
Health,150.9,9000,Fayetteville,AR,72701,Y,33,116,Y,7,M,Rent,HI,PhD,A,Total Loss,Ambulance,1,1,TN,Nashville,23,AGENT00759,VNDR00128,Cynthia Lowe,2013-04-13,Montgomery,AL,36116,35477970,GESF59239270176709,Tucker Inc,Manchester,CT,6042,13,6,2021,26,7,2014,1,6,2021,6,6,2021
Travel,54.91,3000,Anchorage,AK,99501,Y,42,41,Y,3,L,Own,HI,Bachelor,A,Major Loss,Ambulance,0,1,AL,Montgomery,22,AGENT00897,VNDR00404,Calvin Lewis,2006-04-12,Del City,OK,73115,40583325,VFUK72369692237675,Ortiz-Tucker,Montgomery,AL,36117,13,6,2021,3,4,2016,4,6,2021,7,6,2021
Health,184.43,18000,Medford,MA,2155,N,29,48,Y,6,L,Own,MI,College,A,Total Loss,Ambulance,1,1,GA,Savannah,9,AGENT00352,VNDR00135,Twila Martin,2010-05-13,Aurora,CO,80011,108294637,APNJ58942128579435,Shields-Bush,Savannah,GA,31401,13,6,2021,13,10,2016,1,6,2021,6,6,2021
Travel,77.5,4000,Savannah,GA,31401,Y,62,93,Y,7,H,Rent,HI,Bachelor,A,Total Loss,Police,1,0,VT,Thetford,0,AGENT00643,VNDR00511,Alicia Richards,2017-07-02,Arvada,CO,80005,42696760,WHUW52431575594960,"Miller, Williams and Mcgee",Anchorage,AK,99507,13,6,2021,25,1,2014,31,5,2021,5,6,2021
Health,191.89,8000,Revere,MA,2151,Y,36,114,Y,5,H,Mortgage,LI,Bachelor,A,Minor Loss,Ambulance,1,0,MD,Laurel,9,AGENT00129,VNDR00570,Marie Sena,2013-05-06,Pleasanton,CA,94588,58864324,RZWE74160085444678,"Norman, Gardner and Noble",Townshend,VT,5359,13,6,2021,27,12,2019,27,5,2021,1,6,2021
Motor,103.72,3000,Boulder,CO,80304,Y,55,75,Y,7,L,Mortgage,HI,MD,A,Total Loss,Ambulance,1,1,CA,Los Angeles,0,AGENT00427,VNDR00546,James Haynes,2001-01-10,Blue Lake,CA,95525,110236667,LKKN56423451171273,Peterson-Mayo,Midwest City,OK,73110,13,6,2021,15,10,2016,7,6,2021,9,6,2021
Property,153.38,30000,Port Wentworth,GA,31407,N,53,119,Y,7,L,Rent,MI,PhD,A,Major Loss,Police,1,0,AL,Birmingham,21,AGENT00690,VNDR00125,Robert Ward,2010-08-21,Louisville,KY,40291,106847442,IYLB01551123255113,Thompson Inc,Louisville,KY,40204,13,6,2021,29,1,2012,29,5,2021,3,6,2021
Travel,67.38,3000,Panama City Beach,FL,32413,Y,59,58,Y,7,M,Mortgage,MI,Bachelor,A,Major Loss,Police,1,1,CT,Manchester,22,AGENT00355,VNDR00420,Gilberte Emerson,2009-12-26,Montgomery,AL,36117,108316382,YLRS87443467882327,"Miller, Duncan and Reynolds",Fremont,CA,94538,13,6,2021,3,8,2015,26,5,2021,31,5,2021
Mobile,9.26,600,Barnard,VT,5068,N,49,25,Y,3,M,Mortgage,MI,Bachelor,A,Total Loss,Ambulance,1,1,AZ,Glendale,10,AGENT00914,VNDR00012,John Wilson,2009-12-28,Montgomery,AL,36104,123525349,ACTC55088008993331,"Robertson, Perkins and Walton",Nashville,TN,37211,13,6,2021,16,7,2016,7,6,2021,9,6,2021
Property,84.06,27000,Fayetteville,AR,72704,Y,30,69,Y,6,M,Rent,HI,Bachelor,A,Minor Loss,Ambulance,1,0,DC,Washington,3,AGENT00471,VNDR00051,Mary Porter,2017-10-18,Nashville,TN,37115,38745007,YOEZ20036566193962,Roberts-Garcia,Louisville,KY,40214,13,6,2021,21,7,2011,28,5,2021,2,6,2021
Health,190.37,4000,Beverly,MA,1915,Y,57,23,Y,6,L,Own,MI,Bachelor,A,Major Loss,Police,1,1,TN,Nolensville,6,AGENT00918,VNDR00473,Bettie Greene,2006-05-01,Arvada,CO,80003,65855928,RNUX48509968709730,Griffin Ltd,Montgomery,AL,36110,13,6,2021,2,12,2014,29,5,2021,3,6,2021
